Timestamp,Sensor Data
1742033282.50533,1022
1742033282.5083284,0
1742033282.5193305,1022
1742033282.5293272,0
1742033282.5393324,1022
1742033282.5503333,0
1742033282.5603278,1021
1742033282.5696118,0
1742033282.5806746,1020
1742033282.5902197,0
1742033282.6014664,1020
1742033282.6114764,0
1742033282.621482,1020
1742033282.631475,0
1742033282.641474,1020
1742033282.6524782,0
1742033282.662488,1020
1742033282.6724725,0
1742033282.683476,1020
1742033282.6924758,0
1742033282.7034798,1020
1742033282.713472,0
1742033282.723497,1020
1742033282.7334778,0
1742033282.744472,1020
1742033282.754473,0
1742033282.7654772,1020
1742033282.7754774,0
1742033282.7857482,1020
1742033282.7952635,0
1742033282.806261,1020
1742033282.8162727,1021
1742033282.8262608,1019
1742033282.8372626,1022
1742033282.8472607,1019
1742033282.85726,1022
1742033282.86727,0
1742033282.8782656,1022
1742033282.8882647,0
1742033282.8992698,1022
1742033282.9080257,0
1742033282.9189076,1022
1742033282.9288793,0
1742033282.9394076,1022
1742033282.9499996,0
1742033282.9604928,1021
1742033282.9700305,0
1742033282.9805512,1020
1742033282.9900703,0
1742033283.0012448,1020
1742033283.010785,0
1742033283.0208406,1020
1742033283.0314257,0
1742033283.042409,1020
1742033283.051419,0
1742033283.0629227,1020
1742033283.0724669,0
1742033283.0824735,1020
1742033283.0932608,0
1742033283.1038363,1020
1742033283.1134102,0
1742033283.1244895,1020
1742033283.1335726,0
1742033283.1446395,1020
1742033283.1541796,0
1742033283.164599,1020
1742033283.1751168,0
1742033283.1851332,1020
1742033283.195642,0
1742033283.2061613,1020
1742033283.2166815,1021
1742033283.2263336,1019
1742033283.2363846,1022
1742033283.2477875,1019
1742033283.2575343,1022
1742033283.2680364,0
1742033283.2785509,1022
1742033283.288072,0
1742033283.2990932,1022
1742033283.3086166,0
1742033283.3191648,1022
1742033283.3298216,0
1742033283.3394852,1022
1742033283.3500085,0
1742033283.3605273,1021
1742033283.3700738,0
1742033283.3812597,1020
1742033283.3905468,0
1742033283.40119,1020
1742033283.4107907,0
1742033283.4224455,1020
1742033283.4319737,0
1742033283.4419794,1020
1742033283.4522216,0
1742033283.4630804,1020
1742033283.472082,0
1742033283.4832423,1020
1742033283.4928079,0
1742033283.5033937,1020
1742033283.5130816,0
1742033283.5242815,1020
1742033283.533824,0
1742033283.5456438,1020
1742033283.5551608,0
1742033283.5649545,1020
1742033283.575099,0
1742033283.5854409,1020
1742033283.5950687,0
1742033283.6061132,1020
1742033283.617177,1021
1742033283.627192,1019
1742033283.6373878,1022
1742033283.646962,1019
1742033283.6580498,1022
1742033283.6680608,0
1742033283.6781816,1022
1742033283.6882179,0
1742033283.6981492,1022
1742033283.7089643,0
1742033283.7190819,1022
1742033283.7291095,0
1742033283.7406533,1022
1742033283.7512913,0
1742033283.7607744,1022
1742033283.770293,0
1742033283.7820644,1020
1742033283.790727,0
1742033283.8020933,1020
1742033283.8120687,0
1742033283.8224008,1020
1742033283.8327744,0
1742033283.8433647,1020
1742033283.8523571,0
1742033283.8637033,1020
1742033283.8733654,0
1742033283.8843615,1020
1742033283.8936462,0
1742033283.9044166,1020
1742033283.9144807,0
1742033283.9254813,1020
1742033283.9346378,0
1742033283.9456513,1020
1742033283.9551938,0
1742033283.9666984,1020
1742033283.975397,0
1742033283.9859858,1020
1742033283.9970658,0
1742033284.0072494,1020
1742033284.0171998,1021
1742033284.0275037,1019
1742033284.0372026,1022
1742033284.0484731,1019
1742033284.0592284,1022
1742033284.0675461,0
1742033284.079332,1022
1742033284.088575,0
1742033284.0994563,1022
1742033284.1085951,0
1742033284.119103,1022
1742033284.130404,0
1742033284.141036,1022
1742033284.1505895,0
1742033284.16066,1021
1742033284.17038,0
1742033284.1809266,1020
1742033284.1914835,0
1742033284.2021499,1020
1742033284.211183,0
1742033284.2213125,1020
1742033284.2306883,0
1742033284.2425551,1020
1742033284.2523277,0
1742033284.2628503,1020
1742033284.272392,0
1742033284.2835484,1020
1742033284.2932782,0
1742033284.3045652,1021
1742033284.314154,0
1742033284.3252316,1020
1742033284.3343792,0
1742033284.3450465,1020
1742033284.3556306,0
1742033284.3668256,1020
1742033284.3754065,0
1742033284.3861172,1020
1742033284.3967004,0
1742033284.4066882,1020
1742033284.418003,683
1742033284.4272308,1019
1742033284.438258,1021
1742033284.4489431,1019
1742033284.458795,1022
1742033284.468391,36
1742033284.4793413,1022
1742033284.4886959,0
1742033284.4994407,1022
1742033284.510068,0
1742033284.5197432,1022
1742033284.5305107,0
1742033284.5406525,1022
1742033284.5502617,0
1742033284.560722,1021
1742033284.5704062,0
1742033284.5809128,1020
1742033284.5914352,0
1742033284.6007113,1020
1742033284.612159,0
1742033284.6224906,1020
1742033284.632534,0
1742033284.6434186,1020
1742033284.652433,0
1742033284.6638367,1020
1742033284.6741767,0
1742033284.683856,1020
1742033284.6941066,0
1742033284.7046592,1021
1742033284.714462,0
1742033284.7258089,1020
1742033284.7345953,0
1742033284.7458751,1020
1742033284.7554922,0
1742033284.7656548,1020
1742033284.7752774,0
1742033284.7858276,1020
1742033284.7951798,0
1742033284.806669,1020
1742033284.816245,931
1742033284.827768,1019
1742033284.8372974,1021
1742033284.847948,1019
1742033284.8575058,1022
1742033284.8680363,1
1742033284.8785784,1022
1742033284.888156,0
1742033284.9002035,1022
1742033284.9094164,0
1742033284.919339,1022
1742033284.9300134,0
1742033284.9406846,1022
1742033284.9507976,0
1742033284.961275,1022
1742033284.9713147,0
1742033284.98222,1020
1742033284.991238,0
