Timestamp,Sensor Data
1742033292.5567539,0
1742033292.5672767,1020
1742033292.5766149,0
1742033292.5876122,1020
1742033292.5972505,0
1742033292.6076796,1020
1742033292.6174712,0
1742033292.6281512,1020
1742033292.63827,1021
1742033292.649249,1019
1742033292.659339,1022
1742033292.6701727,1019
1742033292.6802375,1022
1742033292.6903987,0
1742033292.7011466,1022
1742033292.710439,0
1742033292.720728,1022
1742033292.730313,0
1742033292.7408183,1022
1742033292.751071,0
1742033292.7621086,1022
1742033292.7714274,0
1742033292.7823184,1021
1742033292.7923281,0
1742033292.8033736,1020
1742033292.8133576,0
1742033292.8235848,1020
1742033292.833727,0
1742033292.8442545,1020
1742033292.8544483,0
1742033292.8643637,1020
1742033292.8745604,0
1742033292.8844316,1020
1742033292.894573,0
1742033292.9052758,1020
1742033292.914949,0
1742033292.9264789,1020
1742033292.9356902,0
1742033292.9462378,1020
1742033292.956933,0
1742033292.9677362,1020
1742033292.9764996,0
1742033292.9875922,1020
1742033292.9972067,0
1742033293.0071192,1020
1742033293.0181918,0
1742033293.0284133,1020
1742033293.038223,154
1742033293.049215,1019
1742033293.0591493,1021
1742033293.070652,1019
1742033293.0805674,1022
1742033293.0905893,438
1742033293.101323,1022
1742033293.1100278,0
1742033293.1209273,1022
1742033293.1305442,0
1742033293.1414156,1022
1742033293.1508536,0
1742033293.1623695,1022
1742033293.172984,0
1742033293.1820486,1022
1742033293.192239,0
1742033293.2034125,1020
1742033293.213157,0
1742033293.2240765,1020
1742033293.2336533,0
1742033293.2441802,1020
1742033293.2542477,0
1742033293.264554,1020
1742033293.2742403,0
1742033293.2853613,1020
1742033293.294283,0
1742033293.3054907,1020
1742033293.3151767,0
1742033293.3256319,1020
1742033293.3355613,0
1742033293.3466237,1020
1742033293.357305,0
1742033293.3673897,1020
1742033293.3772328,0
1742033293.3879273,1020
1742033293.3964336,0
1742033293.4081738,1020
1742033293.417444,0
1742033293.4285812,1020
1742033293.4383252,0
1742033293.4498715,1018
1742033293.4585629,1021
1742033293.4706855,1019
1742033293.4794276,1022
1742033293.4899461,1019
1742033293.500494,1022
1742033293.510031,0
1742033293.520574,1022
1742033293.5306327,0
1742033293.5409565,1022
1742033293.5522301,0
1742033293.5620549,1022
1742033293.5719595,0
1742033293.5830557,1022
1742033293.5923226,0
1742033293.603037,1021
1742033293.6129832,0
1742033293.6230578,1020
1742033293.6340137,0
1742033293.644321,1020
1742033293.6541383,0
1742033293.6650724,1020
1742033293.6741908,0
1742033293.685447,1020
1742033293.694011,0
1742033293.704553,1020
1742033293.7150843,0
1742033293.7256074,1020
1742033293.7351723,0
1742033293.7470813,1020
1742033293.7567723,0
1742033293.7664297,1020
1742033293.776053,0
1742033293.7877645,1020
1742033293.7977524,0
1742033293.8084004,1020
1742033293.8181996,0
1742033293.8284063,1020
1742033293.8392012,0
1742033293.8497286,1020
1742033293.8601131,1021
1742033293.8700588,1019
1742033293.8805249,1022
1742033293.8905244,1019
1742033293.9012554,1022
1742033293.9102829,0
1742033293.9219239,1022
1742033293.9311433,0
1742033293.9411738,1022
1742033293.9518259,0
1742033293.961917,1022
1742033293.972539,0
1742033293.9834251,1022
1742033293.9924474,0
1742033294.0037777,1021
1742033294.0138226,0
1742033294.0245829,1020
1742033294.0335255,0
1742033294.0445254,1021
1742033294.053728,0
1742033294.064143,1020
1742033294.0741596,0
1742033294.0858035,1020
1742033294.0948021,0
1742033294.1063924,1020
1742033294.115392,0
1742033294.125589,1020
1742033294.1358109,0
1742033294.1463113,1020
1742033294.1562636,0
1742033294.166255,1020
1742033294.176247,0
1742033294.187787,1020
1742033294.1975002,0
1742033294.2074995,1020
1742033294.2175741,0
1742033294.2284715,1020
1742033294.2388582,0
1742033294.2495434,1020
1742033294.259615,1021
1742033294.269857,1019
1742033294.2802002,1022
1742033294.2907195,1019
1742033294.3007228,1022
1742033294.3099203,0
1742033294.3215861,1022
1742033294.3321037,0
1742033294.3412228,1022
1742033294.3517437,0
1742033294.361762,1022
1742033294.3726485,0
1742033294.3831506,1022
1742033294.3921676,0
1742033294.4031386,1021
1742033294.412731,0
1742033294.4238434,1020
1742033294.4341366,0
1742033294.4441264,1020
1742033294.4542346,0
1742033294.4642572,1020
1742033294.4745064,0
1742033294.48549,1020
1742033294.4946978,0
1742033294.5056949,1020
1742033294.5149066,0
1742033294.525956,1020
1742033294.5367568,0
1742033294.5467827,1020
1742033294.556907,0
1742033294.5673347,1020
1742033294.57633,0
1742033294.5883112,1020
1742033294.5973911,0
1742033294.607462,1020
1742033294.6186779,0
1742033294.6286736,1020
1742033294.638376,0
1742033294.6493537,1020
1742033294.6585734,1021
1742033294.6699238,1019
1742033294.6799452,1022
1742033294.6909666,1019
1742033294.7009628,1022
1742033294.7110639,0
1742033294.7211175,1022
1742033294.730222,0
1742033294.74114,1022
1742033294.7511206,0
1742033294.761165,1022
1742033294.7711768,0
1742033294.7821212,1022
1742033294.7922723,0
1742033294.8024185,1021
1742033294.8136644,0
1742033294.8229716,1020
1742033294.8333743,0
1742033294.8437803,1020
1742033294.853408,0
1742033294.8644335,1020
1742033294.8743885,0
1742033294.8849685,1021
1742033294.8949509,0
1742033294.9062188,1020
1742033294.915266,0
1742033294.9264605,1020
1742033294.9362876,0
1742033294.9463646,1020
1742033294.956781,0
1742033294.966962,1020
1742033294.977231,0
1742033294.9875655,1020
1742033294.99809,0
1742033295.008086,1020
1742033295.018323,0
1742033295.0283258,1020
1742033295.039612,0
1742033295.0495431,1020
