Timestamp,Channel1,Channel2,Action1,Action2
0.0,524.0,536.0,Rest,
0.067,528.0,536.0,Rest,
0.067,530.0,535.0,Rest,
0.067,534.0,535.0,Rest,
0.068,537.0,534.0,Rest,
0.068,539.0,532.0,Rest,
0.068,533.0,532.0,Rest,
0.068,518.0,532.0,Rest,
0.068,516.0,530.0,Rest,
0.068,517.0,530.0,Rest,
0.068,516.0,528.0,Rest,
0.068,516.0,525.0,Rest,
0.068,518.0,520.0,Rest,
0.068,523.0,518.0,Rest,
0.068,524.0,516.0,Rest,
0.069,526.0,514.0,Rest,
0.069,525.0,514.0,Rest,
0.069,524.0,513.0,Rest,
0.069,521.0,513.0,Rest,
0.069,519.0,513.0,Rest,
0.069,522.0,513.0,Rest,
0.069,525.0,512.0,Rest,
0.069,527.0,512.0,Rest,
0.069,529.0,511.0,Rest,
0.069,528.0,507.0,Rest,
0.069,528.0,504.0,Rest,
0.069,529.0,504.0,Rest,
0.07,528.0,504.0,Rest,
0.07,527.0,503.0,Rest,
0.07,527.0,502.0,Rest,
0.07,525.0,502.0,Rest,
0.07,528.0,503.0,Rest,
0.07,532.0,503.0,Rest,
0.07,535.0,503.0,Rest,
0.07,528.0,502.0,Rest,
0.07,519.0,501.0,Rest,
0.07,521.0,500.0,Rest,
0.07,527.0,498.0,Rest,
0.07,534.0,495.0,Rest,
0.071,536.0,495.0,Rest,
0.071,528.0,495.0,Rest,
0.071,521.0,494.0,Rest,
0.071,517.0,495.0,Rest,
0.071,519.0,497.0,Rest,
0.071,519.0,498.0,Rest,
0.071,517.0,498.0,Rest,
0.071,515.0,498.0,Rest,
0.071,517.0,497.0,Rest,
0.071,520.0,498.0,Rest,
0.071,521.0,498.0,Rest,
0.071,525.0,497.0,Rest,
0.071,530.0,497.0,Rest,
0.072,534.0,497.0,Rest,
0.072,533.0,496.0,Rest,
0.072,531.0,496.0,Rest,
0.072,527.0,498.0,Rest,
0.072,526.0,497.0,Rest,
0.072,525.0,499.0,Rest,
0.072,529.0,501.0,Rest,
0.072,533.0,502.0,Rest,
0.072,537.0,502.0,Rest,
0.072,538.0,501.0,Rest,
