Timestamp,Channel1,Channel2,Action1,Action2
0.0,578.0,784.0,Rest,
0.132,573.0,776.0,Rest,
0.133,570.0,767.0,Rest,
0.133,566.0,761.0,Rest,
0.133,563.0,755.0,Rest,
0.133,563.0,749.0,Rest,
0.133,566.0,741.0,Rest,
0.133,568.0,732.0,Rest,
0.133,568.0,723.0,Rest,
0.134,567.0,717.0,Rest,
0.134,567.0,712.0,Rest,
0.134,568.0,706.0,Rest,
0.134,570.0,704.0,Rest,
0.134,573.0,707.0,Rest,
0.134,575.0,703.0,Rest,
0.134,575.0,695.0,Rest,
0.135,573.0,688.0,Rest,
0.135,565.0,678.0,Rest,
0.135,564.0,675.0,Rest,
0.135,567.0,680.0,Rest,
0.135,568.0,684.0,Rest,
0.135,569.0,683.0,Rest,
0.136,569.0,676.0,Rest,
0.136,568.0,672.0,Rest,
0.136,567.0,666.0,Rest,
0.136,566.0,661.0,Rest,
0.136,564.0,657.0,Rest,
0.136,563.0,652.0,Rest,
0.136,562.0,638.0,Rest,
0.136,561.0,627.0,Rest,
0.137,559.0,620.0,Rest,
0.137,558.0,609.0,Rest,
0.137,556.0,599.0,Rest,
0.137,554.0,587.0,Rest,
0.137,550.0,575.0,Rest,
0.137,548.0,567.0,Rest,
0.137,547.0,560.0,Rest,
0.138,546.0,560.0,Rest,
0.138,546.0,555.0,Rest,
0.138,545.0,552.0,Rest,
0.138,543.0,547.0,Rest,
0.138,540.0,540.0,Rest,
0.139,538.0,535.0,Rest,
0.139,542.0,543.0,Rest,
0.139,545.0,539.0,Rest,
0.139,546.0,535.0,Rest,
0.139,546.0,534.0,Rest,
0.139,545.0,533.0,Rest,
0.139,545.0,535.0,Rest,
0.14,544.0,544.0,Rest,
0.14,544.0,547.0,Rest,
0.14,544.0,553.0,Rest,
0.14,543.0,555.0,Rest,
0.14,542.0,552.0,Rest,
0.14,540.0,549.0,Rest,
0.14,539.0,547.0,Rest,
0.141,538.0,545.0,Rest,
0.141,535.0,543.0,Rest,
0.141,530.0,539.0,Rest,
0.141,530.0,533.0,Rest,
0.141,532.0,530.0,Rest,
0.141,533.0,527.0,Rest,
0.141,534.0,516.0,Rest,
0.141,533.0,515.0,Rest,
0.142,531.0,504.0,Rest,
0.142,529.0,493.0,Rest,
0.142,527.0,486.0,Rest,
0.142,525.0,481.0,Rest,
0.142,524.0,477.0,Rest,
0.142,523.0,476.0,Rest,
0.142,523.0,482.0,Rest,
0.142,522.0,488.0,Rest,
0.143,521.0,489.0,Rest,
0.143,520.0,490.0,Rest,
0.143,520.0,490.0,Rest,
0.143,519.0,485.0,Rest,
0.143,517.0,471.0,Rest,
0.143,517.0,465.0,Rest,
0.143,512.0,456.0,Rest,
0.143,508.0,447.0,Rest,
0.144,509.0,439.0,Rest,
0.144,511.0,434.0,Rest,
0.144,512.0,431.0,Rest,
0.144,513.0,431.0,Rest,
0.144,513.0,436.0,Rest,
0.144,513.0,437.0,Rest,
0.144,512.0,431.0,Rest,
0.144,511.0,425.0,Rest,
0.145,509.0,420.0,Rest,
0.145,507.0,415.0,Rest,
0.145,505.0,411.0,Rest,
0.145,504.0,409.0,Rest,
0.145,504.0,406.0,Rest,
0.145,505.0,402.0,Rest,
0.145,506.0,398.0,Rest,
0.145,506.0,393.0,Rest,
0.146,508.0,390.0,Rest,
0.146,512.0,390.0,Rest,
0.146,516.0,393.0,Rest,
0.146,517.0,398.0,Rest,
0.146,515.0,398.0,Rest,
0.146,511.0,399.0,Rest,
0.146,513.0,396.0,Rest,
0.147,513.0,397.0,Rest,
0.147,515.0,400.0,Rest,
0.147,516.0,404.0,Rest,
0.147,517.0,405.0,Rest,
0.147,517.0,407.0,Rest,
0.147,516.0,408.0,Rest,
0.147,515.0,408.0,Rest,
0.147,515.0,398.0,Rest,
0.148,514.0,392.0,Rest,
0.148,513.0,381.0,Rest,
0.148,512.0,371.0,Rest,
0.148,510.0,365.0,Rest,
0.148,507.0,365.0,Rest,
0.148,505.0,367.0,Rest,
0.148,503.0,369.0,Rest,
0.149,503.0,373.0,Rest,
0.149,500.0,375.0,Rest,
0.149,499.0,379.0,Rest,
0.149,499.0,382.0,Rest,
0.149,496.0,384.0,Rest,
0.149,493.0,382.0,Rest,
0.149,492.0,382.0,Rest,
0.149,493.0,383.0,Rest,
0.15,494.0,375.0,Rest,
0.15,493.0,372.0,Rest,
0.15,491.0,370.0,Rest,
0.15,487.0,370.0,Rest,
0.15,487.0,369.0,Rest,
0.15,488.0,367.0,Rest,
0.15,489.0,365.0,Rest,
0.15,489.0,362.0,Rest,
0.151,490.0,357.0,Rest,
0.151,490.0,355.0,Rest,
0.151,487.0,353.0,Rest,
0.151,486.0,348.0,Rest,
0.151,485.0,342.0,Rest,
0.151,483.0,334.0,Rest,
0.151,482.0,327.0,Rest,
0.151,480.0,321.0,Rest,
0.152,479.0,316.0,Rest,
0.152,478.0,313.0,Rest,
0.152,477.0,309.0,Rest,
0.152,477.0,307.0,Rest,
0.152,476.0,304.0,Rest,
0.152,474.0,300.0,Rest,
0.152,471.0,295.0,Rest,
0.152,469.0,290.0,Rest,
0.153,469.0,289.0,Rest,
0.153,468.0,289.0,Rest,
0.153,466.0,289.0,Rest,
0.153,466.0,291.0,Rest,
0.153,464.0,293.0,Rest,
0.153,464.0,294.0,Rest,
0.153,465.0,297.0,Rest,
0.153,469.0,298.0,Rest,
0.154,472.0,300.0,Rest,
0.154,473.0,301.0,Rest,
0.154,472.0,301.0,Rest,
0.154,471.0,300.0,Rest,
0.154,469.0,299.0,Rest,
0.154,471.0,298.0,Rest,
0.155,475.0,298.0,Rest,
0.155,478.0,299.0,Rest,
0.155,480.0,302.0,Rest,
0.155,481.0,305.0,Rest,
0.155,481.0,308.0,Rest,
0.155,480.0,309.0,Rest,
0.155,477.0,305.0,Rest,
0.156,476.0,300.0,Rest,
0.156,474.0,297.0,Rest,
0.156,473.0,293.0,Rest,
0.156,472.0,289.0,Rest,
0.156,472.0,285.0,Rest,
0.156,472.0,282.0,Rest,
0.156,472.0,280.0,Rest,
0.157,471.0,278.0,Rest,
0.157,470.0,277.0,Rest,
0.157,470.0,277.0,Rest,
0.157,470.0,278.0,Rest,
0.157,470.0,277.0,Rest,
0.157,467.0,275.0,Rest,
0.157,464.0,274.0,Rest,
0.157,460.0,270.0,Rest,
0.158,458.0,264.0,Rest,
0.158,462.0,261.0,Rest,
0.158,465.0,259.0,Rest,
0.158,465.0,256.0,Rest,
0.158,466.0,253.0,Rest,
0.158,467.0,251.0,Rest,
0.158,467.0,250.0,Rest,
0.158,467.0,249.0,Rest,
0.158,467.0,251.0,Rest,
0.159,467.0,254.0,Rest,
0.159,466.0,257.0,Rest,
0.159,465.0,259.0,Rest,
0.159,465.0,260.0,Rest,
0.159,464.0,260.0,Rest,
0.159,464.0,259.0,Rest,
0.159,464.0,258.0,Rest,
0.16,466.0,257.0,Rest,
0.16,466.0,255.0,Rest,
0.16,466.0,254.0,Rest,
0.16,466.0,252.0,Rest,
0.16,464.0,247.0,Rest,
0.16,462.0,242.0,Rest,
0.16,460.0,238.0,Rest,
0.16,456.0,234.0,Rest,
0.161,454.0,230.0,Rest,
0.161,455.0,225.0,Rest,
0.161,456.0,222.0,Rest,
0.161,456.0,222.0,Rest,
0.161,456.0,223.0,Rest,
0.161,455.0,224.0,Rest,
0.161,457.0,225.0,Rest,
0.161,460.0,225.0,Rest,
0.162,462.0,227.0,Rest,
0.162,463.0,230.0,Rest,
0.162,462.0,234.0,Rest,
0.162,461.0,239.0,Rest,
0.162,462.0,244.0,Rest,
0.162,462.0,250.0,Rest,
0.162,463.0,255.0,Rest,
0.162,463.0,257.0,Rest,
0.163,464.0,257.0,Rest,
0.163,465.0,254.0,Rest,
0.163,465.0,247.0,Rest,
0.163,465.0,239.0,Rest,
0.163,464.0,229.0,Rest,
0.163,462.0,219.0,Rest,
0.163,460.0,211.0,Rest,
0.163,459.0,207.0,Rest,
0.164,458.0,205.0,Rest,
0.164,458.0,204.0,Rest,
0.164,457.0,203.0,Rest,
0.164,456.0,204.0,Rest,
0.164,456.0,204.0,Rest,
0.164,456.0,204.0,Rest,
0.164,456.0,205.0,Rest,
0.164,456.0,206.0,Rest,
0.165,454.0,209.0,Rest,
0.165,453.0,212.0,Rest,
0.165,452.0,215.0,Rest,
0.165,454.0,217.0,Rest,
0.165,455.0,220.0,Rest,
0.165,455.0,221.0,Rest,
0.165,455.0,221.0,Rest,
0.165,456.0,219.0,Rest,
0.166,456.0,220.0,Rest,
0.166,456.0,219.0,Rest,
0.166,456.0,218.0,Rest,
0.166,456.0,217.0,Rest,
0.166,455.0,215.0,Rest,
0.166,455.0,214.0,Rest,
0.166,455.0,215.0,Rest,
0.166,456.0,215.0,Rest,
0.167,456.0,215.0,Rest,
0.167,457.0,215.0,Rest,
0.167,459.0,215.0,Rest,
0.167,458.0,214.0,Rest,
0.167,457.0,213.0,Rest,
0.167,458.0,216.0,Rest,
0.167,461.0,221.0,Rest,
0.167,463.0,228.0,Rest,
0.168,464.0,231.0,Rest,
0.168,463.0,231.0,Rest,
0.168,461.0,231.0,Rest,
0.168,459.0,234.0,Rest,
0.168,460.0,239.0,Rest,
0.168,460.0,242.0,Rest,
