Timestamp,Channel1,Channel2,Action1,Action2
0.001,518.0,499.0,Rest,
0.129,518.0,499.0,Rest,
0.13,518.0,499.0,Rest,
0.13,519.0,499.0,Rest,
0.13,519.0,500.0,Rest,
0.13,519.0,501.0,Rest,
0.131,519.0,501.0,Rest,
0.131,519.0,500.0,Rest,
0.131,519.0,499.0,Rest,
0.131,519.0,499.0,Rest,
0.131,518.0,500.0,Rest,
0.131,519.0,500.0,Rest,
0.132,519.0,501.0,Rest,
0.132,519.0,502.0,Rest,
0.132,518.0,503.0,Rest,
0.132,518.0,505.0,Rest,
0.132,519.0,506.0,Rest,
0.132,519.0,508.0,Rest,
0.132,519.0,509.0,Rest,
0.132,519.0,511.0,Rest,
0.133,518.0,510.0,Rest,
0.133,518.0,510.0,Rest,
0.133,518.0,509.0,Rest,
0.133,518.0,509.0,Rest,
0.133,518.0,508.0,Rest,
0.133,519.0,508.0,Rest,
0.133,519.0,507.0,Rest,
0.134,518.0,506.0,Rest,
0.134,518.0,506.0,Rest,
0.134,518.0,504.0,Rest,
0.134,517.0,502.0,Rest,
0.134,517.0,499.0,Rest,
0.134,518.0,498.0,Rest,
0.134,518.0,496.0,Rest,
0.135,518.0,495.0,Rest,
0.135,518.0,495.0,Rest,
0.135,517.0,496.0,Rest,
0.135,517.0,497.0,Rest,
0.135,517.0,499.0,Rest,
0.135,517.0,502.0,Rest,
0.135,517.0,505.0,Rest,
0.136,518.0,507.0,Rest,
0.136,518.0,508.0,Rest,
0.136,518.0,509.0,Rest,
0.136,518.0,510.0,Rest,
0.136,518.0,510.0,Rest,
0.136,518.0,509.0,Rest,
0.136,517.0,510.0,Rest,
0.137,518.0,510.0,Rest,
0.137,518.0,512.0,Rest,
0.137,519.0,516.0,Rest,
0.137,520.0,523.0,Rest,
0.137,520.0,527.0,Rest,
0.137,521.0,531.0,Rest,
0.137,521.0,534.0,Rest,
0.137,522.0,537.0,Rest,
0.138,521.0,540.0,Rest,
0.138,521.0,539.0,Rest,
